Accuracy,Regions,Classifier
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.25,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.275,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.275,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.275,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.25,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.25,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.275,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.2,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.175,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.05,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.25,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.225,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.125,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.075,BLA,LDA_shuffled
0.15,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.025,BLA,LDA_shuffled
0.1,BLA,LDA_shuffled
0.175,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.225,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.2,CEN,LDA_shuffled
0.175,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.175,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.125,CEN,LDA_shuffled
0.025,CEN,LDA_shuffled
0.1,CEN,LDA_shuffled
0.125,CEN,LDA_shuffled
0.075,CEN,LDA_shuffled
0.025,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.075,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.1,CEN,LDA_shuffled
0,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.175,CEN,LDA_shuffled
0.075,CEN,LDA_shuffled
0.125,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.175,CEN,LDA_shuffled
0.125,CEN,LDA_shuffled
0.1,CEN,LDA_shuffled
0.125,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.2,CEN,LDA_shuffled
0.05,CEN,LDA_shuffled
0.075,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.075,CEN,LDA_shuffled
0.075,CEN,LDA_shuffled
0.15,CEN,LDA_shuffled
0.175,CEN,LDA_shuffled
0.175,CEN,LDA_shuffled
0.025,CEN,LDA_shuffled
0,CEN,LDA_shuffled
