Accuracy,Regions,Classifier
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.225,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.225,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.225,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.225,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.225,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.275,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.25,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0,BLA,NB_shuffled
0,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.2,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.175,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.15,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.075,BLA,NB_shuffled
0,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.05,BLA,NB_shuffled
0.1,BLA,NB_shuffled
0.125,BLA,NB_shuffled
0.025,BLA,NB_shuffled
0,BLA,NB_shuffled
0.175,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.2,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.2,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.225,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.2,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.2,CEN,NB_shuffled
0.2,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.025,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.15,CEN,NB_shuffled
0.05,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.1,CEN,NB_shuffled
0.075,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0.175,CEN,NB_shuffled
0,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.125,CEN,NB_shuffled
0.1,CEN,NB_shuffled
